,Date,League,Home,Away,Goals_H,Goals_A,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay
1656,2024-01-27,ITALY - SERIE A,Atalanta,Udinese,2,0,1.53,1.54,7.4,7.6,4.6,4.7
1657,2024-01-27,SCOTLAND - LEAGUE TWO,Elgin City,Dumbarton,0,1,4.7,5.2,1.75,1.8,3.95,4.4
1658,2024-01-27,GERMANY - BUNDESLIGA,Augsburg,Bayern Munich,2,3,9.4,9.6,1.36,1.37,6.2,6.4
1659,2024-01-27,GERMANY - BUNDESLIGA,Hoffenheim,Heidenheim,1,1,1.76,1.77,4.7,4.8,4.4,4.5
1660,2024-01-27,GERMANY - BUNDESLIGA,Stuttgart,RB Leipzig,5,2,2.86,2.9,2.52,2.54,3.9,3.95
1661,2024-01-27,GERMANY - BUNDESLIGA,Werder Bremen,Freiburg,3,1,2.52,2.54,3.05,3.1,3.6,3.65
1662,2024-01-27,GERMANY - BUNDESLIGA,Wolfsburg,FC Koln,1,1,1.89,1.9,4.7,4.8,3.8,3.85
1663,2024-01-27,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,Leuven,0,0,2.92,3.1,2.4,2.5,3.8,3.95
1664,2024-01-27,BELGIUM - CHALLENGER PRO LEAGUE,Genk U23,Anderlecht U23,3,0,2.08,2.34,2.82,2.98,4.2,5.1
1665,2024-01-27,ENGLAND - CHAMPIONSHIP,Millwall,Preston,1,1,2.26,2.28,4.0,4.1,3.2,3.25
1666,2024-01-27,ENGLAND - CHAMPIONSHIP,Sunderland,Stoke,3,1,2.08,2.12,4.0,4.1,3.6,3.65
1667,2024-01-27,ENGLAND - LEAGUE ONE,Barnsley,Exeter,1,2,1.65,1.66,6.0,6.2,4.2,4.4
1668,2024-01-27,ENGLAND - LEAGUE ONE,Blackpool,Charlton,1,1,1.72,1.73,5.2,5.3,4.3,4.4
1669,2024-01-27,ENGLAND - LEAGUE ONE,Bristol Rovers,Oxford Utd,3,1,2.54,2.56,2.94,2.98,3.65,3.75
1670,2024-01-27,ENGLAND - LEAGUE ONE,Cambridge Utd,Burton,0,0,1.97,2.0,4.6,4.7,3.55,3.6
1671,2024-01-27,ENGLAND - LEAGUE ONE,Carlisle,Bolton,1,4,4.8,5.0,1.88,1.89,3.75,3.8
1672,2024-01-27,ENGLAND - LEAGUE ONE,Derby,Cheltenham,2,1,1.45,1.46,8.4,8.8,5.1,5.2
1673,2024-01-27,ENGLAND - LEAGUE ONE,Lincoln,Peterborough,0,0,5.0,5.3,1.78,1.8,3.95,4.1
1674,2024-01-27,ENGLAND - LEAGUE ONE,Northampton,Shrewsbury,0,2,1.88,1.89,4.9,5.1,3.65,3.7
1675,2024-01-27,ENGLAND - LEAGUE ONE,Port Vale,Portsmouth,0,1,3.8,3.95,2.12,2.16,3.65,3.7
1676,2024-01-27,ENGLAND - LEAGUE ONE,Reading,Leyton Orient,1,1,2.68,2.7,2.9,2.92,3.45,3.55
1677,2024-01-27,ENGLAND - LEAGUE ONE,Wigan,Stevenage,2,3,3.4,3.45,2.34,2.36,3.5,3.6
1678,2024-01-27,ENGLAND - LEAGUE ONE,Wycombe,Fleetwood,2,2,1.84,1.86,4.8,5.1,3.85,3.9
1679,2024-01-27,ENGLAND - LEAGUE TWO,AFC Wimbledon,Mansfield,2,1,3.4,3.65,2.26,2.34,3.45,3.6
1680,2024-01-27,ENGLAND - LEAGUE TWO,Crewe,Salford,2,3,2.1,2.12,3.55,3.7,3.95,4.1
1681,2024-01-27,ENGLAND - LEAGUE TWO,Doncaster,Stockport County,1,5,5.3,5.6,1.8,1.84,3.7,3.85
1682,2024-01-27,ENGLAND - LEAGUE TWO,Forest Green,Accrington,0,1,2.5,2.56,2.96,3.0,3.7,3.8
1683,2024-01-27,ENGLAND - LEAGUE TWO,Grimsby,Tranmere,1,2,2.36,2.38,3.35,3.4,3.55,3.65
1684,2024-01-27,ENGLAND - LEAGUE TWO,MK Dons,Gillingham,2,1,1.94,1.98,4.3,4.6,3.75,3.8
1685,2024-01-27,ENGLAND - LEAGUE TWO,Morecambe,Colchester,0,1,2.36,2.46,3.2,3.25,3.55,3.7
1686,2024-01-27,ENGLAND - LEAGUE TWO,Notts Co,Barrow,1,1,2.12,2.16,3.55,3.75,3.85,4.0
1687,2024-01-27,ENGLAND - LEAGUE TWO,Swindon,Bradford City,2,0,3.45,3.5,2.24,2.26,3.7,3.8
1688,2024-01-27,ENGLAND - LEAGUE TWO,Walsall,Sutton,1,1,1.87,1.88,4.7,4.9,3.85,3.95
1689,2024-01-27,ROMANIA - LIGA 1,Otelul,Petrolul,0,0,2.42,2.58,3.4,3.8,3.0,3.25
1690,2024-01-27,SCOTLAND - PREMIERSHIP,Celtic,Ross County,1,0,1.11,1.12,36.0,42.0,12.0,13.0
1691,2024-01-27,SCOTLAND - PREMIERSHIP,Hearts,Aberdeen,2,0,2.18,2.24,3.85,4.0,3.4,3.55
1692,2024-01-27,SCOTLAND - PREMIERSHIP,Kilmarnock,Hibernian,2,2,2.02,2.08,4.2,4.4,3.6,3.65
1693,2024-01-27,SCOTLAND - PREMIERSHIP,Livingston,Dundee FC,1,4,2.98,3.1,2.78,2.86,3.1,3.25
1694,2024-01-27,SCOTLAND - PREMIERSHIP,St Johnstone,Motherwell,1,1,2.7,2.88,3.0,3.1,3.15,3.3
1695,2024-01-27,SCOTLAND - CHAMPIONSHIP,Airdrieonians,Partick Thistle,1,1,2.72,2.88,2.58,2.76,3.5,3.8
1696,2024-01-27,SCOTLAND - CHAMPIONSHIP,Morton,Arbroath,3,0,1.54,1.6,6.0,7.0,4.5,5.2
1697,2024-01-27,SCOTLAND - CHAMPIONSHIP,Raith,Inverness,2,3,1.78,1.8,4.7,5.6,3.95,4.3
1698,2024-01-27,SCOTLAND - LEAGUE ONE,Alloa,Falkirk,0,5,6.8,10.5,1.42,1.45,4.9,6.2
1699,2024-01-27,SCOTLAND - LEAGUE ONE,Annan,Edinburgh City,3,0,1.31,1.37,8.6,12.0,5.8,7.0
1700,2024-01-27,SCOTLAND - LEAGUE ONE,Cove Rangers,Queen of South,0,2,1.91,2.04,3.9,4.1,3.85,4.4
1701,2024-01-27,SCOTLAND - LEAGUE ONE,Hamilton,Montrose,1,1,1.3,1.36,10.0,13.0,5.9,6.8
1702,2024-01-27,SCOTLAND - LEAGUE ONE,Stirling,Kelty Hearts,5,0,2.52,2.66,2.9,3.0,3.4,3.7
1703,2024-01-27,SCOTLAND - LEAGUE TWO,Forfar Athletic,Bonnyrigg Rose,0,0,2.24,2.36,3.4,4.0,3.3,3.85
1704,2024-01-27,SCOTLAND - LEAGUE TWO,Peterhead,Stenhousemuir,2,1,3.65,4.1,2.06,2.22,3.65,3.9
1705,2024-01-27,SCOTLAND - LEAGUE TWO,Spartans,Clyde,1,1,1.69,1.8,4.8,5.7,3.75,4.3
1706,2024-01-27,SCOTLAND - LEAGUE TWO,Stranraer,East Fife,0,1,2.42,2.72,2.76,3.15,3.45,4.1
1707,2024-01-27,ITALY - SERIE B,Bari,Reggiana,0,2,2.02,2.12,4.6,4.9,3.2,3.3
1708,2024-01-27,ITALY - SERIE B,FeralpiSalo,Lecco,5,1,2.22,2.4,3.3,3.7,3.25,3.6
1709,2024-01-27,ITALY - SERIE B,Pisa,Spezia,2,3,2.24,2.34,3.5,3.85,3.25,3.45
1710,2024-01-27,SPAIN - LALIGA,Las Palmas,Real Madrid,1,2,8.0,8.2,1.45,1.46,5.2,5.3
1711,2024-01-27,SPAIN - LALIGA2,Alcorcon,Zaragoza,0,0,3.25,3.4,2.7,2.8,2.96,2.98
1712,2024-01-27,SPAIN - LALIGA2,FC Cartagena SAD,Amorebieta,1,0,1.95,2.02,4.9,5.2,3.35,3.4
1713,2024-01-27,GERMANY - 3. LIGA,Aue,Lubeck,2,0,1.91,1.99,3.9,4.4,3.8,4.1
1714,2024-01-27,CROATIA - HNL,Istra 1961,D. Zagreb,0,1,7.8,10.5,1.41,1.44,4.4,5.3
1715,2024-01-27,FRANCE - LIGUE 1,Nice,Metz,1,0,1.44,1.45,10.0,11.0,4.7,4.9
1716,2024-01-27,TURKEY - SUPER LIG,Adana Demirspor,Hatayspor,0,1,1.98,2.04,4.0,4.2,3.8,3.9
1717,2024-01-27,TURKEY - 1. LIG,Eyupspor,Tuzlaspor,4,0,1.29,1.31,12.0,14.0,6.4,7.2
1718,2024-01-27,ITALY - SERIE A,Juventus,Empoli,1,1,1.3,1.31,13.5,14.0,6.0,6.2
1719,2024-01-27,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Winterthur,1,3,2.58,2.82,2.48,2.8,3.75,4.1
1720,2024-01-27,SWITZERLAND - SUPER LEAGUE,Servette,Yverdon,1,0,1.47,1.49,7.2,8.2,5.2,5.4
1721,2024-01-27,SWITZERLAND - CHALLENGE LEAGUE,Bellinzona,Thun,0,0,3.55,4.5,1.85,2.18,3.55,4.6
1722,2024-01-27,BELGIUM - CHALLENGER PRO LEAGUE,Seraing,Lierse K.,1,1,2.02,2.24,3.2,3.7,3.65,4.3
1723,2024-01-27,GERMANY - BUNDESLIGA,Bayer Leverkusen,B. Monchengladbach,0,0,1.27,1.28,13.0,14.0,7.2,7.4
1724,2024-01-27,SPAIN - LALIGA,Barcelona,Villarreal,3,5,1.35,1.37,8.8,9.0,6.6,6.8
1725,2024-01-27,SPAIN - LALIGA2,R. Oviedo,Leganes,1,0,2.24,2.26,4.5,4.7,2.96,2.98
1726,2024-01-27,NETHERLANDS - EREDIVISIE,Waalwijk,Sparta Rotterdam,1,1,2.6,2.66,2.82,2.9,3.65,3.75
1727,2024-01-27,FRANCE - LIGUE 2,AC Ajaccio,Concarneau,1,0,2.02,2.08,5.1,5.4,3.1,3.2
1728,2024-01-27,FRANCE - LIGUE 2,Annecy,Pau FC,0,0,2.16,2.28,3.7,3.85,3.4,3.6
1729,2024-01-27,FRANCE - LIGUE 2,Auxerre,Guingamp,1,1,1.96,1.98,4.2,4.7,3.55,3.8
1730,2024-01-27,FRANCE - LIGUE 2,Caen,Troyes,0,0,1.94,1.99,4.2,4.5,3.6,3.8
1731,2024-01-27,FRANCE - LIGUE 2,Paris FC,Dunkerque,1,2,1.79,1.84,5.1,5.5,3.7,3.9
1732,2024-01-27,FRANCE - LIGUE 2,Quevilly Rouen,Grenoble,1,1,2.6,2.7,3.0,3.2,3.15,3.3
1733,2024-01-27,FRANCE - LIGUE 2,Rodez,Laval,1,2,2.28,2.36,3.7,3.9,3.15,3.35
1734,2024-01-27,FRANCE - LIGUE 2,Valenciennes,Bastia,3,1,2.8,2.92,2.94,3.1,3.05,3.15
1735,2024-01-27,ROMANIA - LIGA 1,Din. Bucuresti,FC Rapid Bucuresti,1,2,4.4,4.8,1.91,1.99,3.6,3.8
1736,2024-01-27,BELGIUM - CHALLENGER PRO LEAGUE,Dender,Patro Eisden,0,0,2.08,2.24,3.6,4.0,3.4,3.95
1737,2024-01-27,GERMANY - 2. BUNDESLIGA,Dusseldorf,St. Pauli,1,2,2.82,2.86,2.64,2.72,3.6,3.65
1738,2024-01-27,SWITZERLAND - SUPER LEAGUE,Basel,Young Boys,1,0,3.7,3.9,2.04,2.1,3.95,4.2
1739,2024-01-27,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Club Brugge KV,1,4,6.4,7.2,1.52,1.57,4.8,5.1
1740,2024-01-27,BELGIUM - JUPILER PRO LEAGUE,Gent,Westerlo,2,2,1.42,1.47,7.0,8.2,5.5,5.8
1741,2024-01-27,ITALY - SERIE A,AC Milan,Bologna,2,2,1.8,1.81,5.4,5.5,3.8,3.9
1742,2024-01-27,ARGENTINA - COPA DE LA LIGA PROFESIONAL,San Lorenzo,Lanus,0,2,2.26,2.66,3.6,4.4,2.46,3.2
1743,2024-01-27,FRANCE - LIGUE 1,Marseille,Monaco,2,2,2.54,2.56,2.94,2.96,3.7,3.75
1744,2024-01-27,NETHERLANDS - EREDIVISIE,Excelsior,Utrecht,1,1,3.15,3.2,2.36,2.38,3.85,3.9
1745,2024-01-27,NETHERLANDS - EREDIVISIE,Heracles,Ajax,2,4,6.6,7.0,1.48,1.5,5.3,5.5
1746,2024-01-27,SPAIN - LALIGA,Mallorca,Betis,0,1,2.42,2.44,3.6,3.65,3.15,3.25
1747,2024-01-27,SPAIN - LALIGA2,Levante,Tenerife,0,0,2.24,2.36,3.95,4.3,3.05,3.2
1748,2024-01-27,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Platense,Boca Juniors,0,0,3.75,4.1,2.3,2.4,2.94,3.1
1749,2024-01-27,MEXICO - LIGA MX,Club Leon,Santos Laguna,3,2,1.83,1.91,3.9,4.3,4.2,4.7
1750,2024-01-27,MEXICO - LIGA MX,Cruz Azul,Mazatlan FC,2,1,1.65,1.7,5.2,5.6,4.5,4.8
1751,2024-01-27,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Racing Club,Union de Santa Fe,0,1,1.77,1.88,5.1,6.0,3.3,4.1
1752,2024-01-27,MEXICO - LIGA MX,Monterrey,Atl. San Luis,3,1,1.54,1.62,5.7,7.0,4.1,4.8
1753,2024-01-28,MEXICO - LIGA MX,Necaxa,Club America,0,0,5.9,6.6,1.61,1.65,4.3,4.5
1754,2024-01-28,AUSTRALIA - A-LEAGUE,Macarthur FC,Perth Glory,2,2,1.9,1.91,3.75,3.85,4.7,4.8
1755,2024-01-28,TURKEY - SUPER LIG,Konyaspor,Basaksehir,2,3,2.64,2.72,2.94,3.05,3.4,3.45
1756,2024-01-28,TURKEY - 1. LIG,Bandirmaspor,Giresunspor,6,0,1.15,1.17,19.0,26.0,10.0,12.0
1757,2024-01-28,TURKEY - 1. LIG,Bodrumspor,Genclerbirligi,1,0,1.9,1.97,4.4,5.1,3.6,4.0
1758,2024-01-28,PORTUGAL - LIGA PORTUGAL 2,AVS,Maritimo,3,2,2.5,2.6,3.15,3.5,3.2,3.4
1759,2024-01-28,NETHERLANDS - EREDIVISIE,Heerenveen,AZ Alkmaar,2,2,3.45,3.6,2.16,2.24,3.75,3.9
1760,2024-01-28,ITALY - SERIE A,Genoa,Lecce,2,1,2.16,2.18,4.4,4.6,3.15,3.2
1761,2024-01-28,FRANCE - LIGUE 1,Montpellier,Lille,0,0,3.9,3.95,2.12,2.14,3.65,3.7
1762,2024-01-28,ROMANIA - LIGA 1,FC Hermannstadt,FC Botosani,2,0,1.84,1.96,5.2,5.6,3.35,3.75
1763,2024-01-28,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,Genk,1,1,3.8,4.3,1.99,2.1,3.85,3.9
1764,2024-01-28,BELGIUM - CHALLENGER PRO LEAGUE,Beerschot VA,Club Brugge KV U23,3,0,1.38,1.47,7.8,9.8,5.0,6.0
1765,2024-01-28,GERMANY - 2. BUNDESLIGA,Braunschweig,Magdeburg,1,0,2.7,2.88,2.66,2.74,3.6,3.75
1766,2024-01-28,GERMANY - 2. BUNDESLIGA,Greuther Furth,Holstein Kiel,2,1,2.1,2.16,3.65,3.7,3.85,4.0
1767,2024-01-28,GERMANY - 2. BUNDESLIGA,Hamburger SV,Karlsruher SC,3,4,1.63,1.68,5.0,5.4,4.9,5.1
1768,2024-01-28,GERMANY - 3. LIGA,Preussen Munster,RW Essen,2,1,2.16,2.36,3.0,3.35,3.7,4.2
1769,2024-01-28,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Mafra,0,1,2.14,2.34,3.25,4.1,3.3,3.85
1770,2024-01-28,SPAIN - LALIGA,Celta Vigo,Girona,0,1,3.05,3.1,2.52,2.54,3.55,3.6
1771,2024-01-28,SPAIN - LALIGA2,Eldense,Espanyol,3,2,3.15,3.4,2.56,2.64,3.15,3.3
1772,2024-01-28,TURKEY - SUPER LIG,Karagumruk,Rizespor,4,0,2.32,2.4,3.25,3.4,3.45,3.6
1773,2024-01-28,TURKEY - SUPER LIG,Sivasspor,Besiktas,1,0,3.8,3.85,2.08,2.12,3.8,3.85
1774,2024-01-28,TURKEY - 1. LIG,Umraniyespor,Sakaryaspor,1,1,2.38,2.54,3.0,3.55,3.35,3.8
1775,2024-01-28,SWITZERLAND - SUPER LEAGUE,St. Gallen,Lugano,1,4,1.74,1.78,4.4,4.8,4.5,4.8
1776,2024-01-28,ENGLAND - CHAMPIONSHIP,QPR,Huddersfield,1,1,2.14,2.16,4.0,4.1,3.4,3.45
1777,2024-01-28,NETHERLANDS - EREDIVISIE,Feyenoord,Twente,0,0,1.45,1.46,7.8,8.2,5.3,5.5
1778,2024-01-28,NETHERLANDS - EREDIVISIE,G.A. Eagles,Nijmegen,2,2,2.2,2.22,3.4,3.5,3.85,3.95
1779,2024-01-28,CROATIA - HNL,Gorica,Lok. Zagreb,1,2,2.5,2.7,2.96,3.25,3.2,3.45
1780,2024-01-28,FRANCE - LIGUE 1,Clermont,Strasbourg,1,1,3.0,3.05,2.7,2.72,3.3,3.35
1781,2024-01-28,FRANCE - LIGUE 1,Lorient,Le Havre,3,3,3.2,3.25,2.68,2.7,3.1,3.2
1782,2024-01-28,FRANCE - LIGUE 1,Reims,Nantes,0,0,1.89,1.9,4.6,4.7,3.85,3.9
1783,2024-01-28,ITALY - SERIE A,Monza,Sassuolo,1,0,2.3,2.34,3.35,3.4,3.65,3.7
1784,2024-01-28,ITALY - SERIE A,Verona,Frosinone,1,1,2.52,2.54,3.15,3.2,3.45,3.5
1785,2024-01-28,PORTUGAL - LIGA PORTUGAL 2,Santa Clara,Leixoes,2,0,1.67,1.77,6.0,7.4,3.4,3.75
1786,2024-01-28,GERMANY - BUNDESLIGA,Union Berlin,Darmstadt,1,0,1.71,1.72,6.0,6.2,4.0,4.1
1787,2024-01-28,BELGIUM - JUPILER PRO LEAGUE,Eupen,Antwerp,1,0,7.4,8.8,1.4,1.42,5.7,6.0
1788,2024-01-28,BELGIUM - CHALLENGER PRO LEAGUE,RFC Liege,Waregem,0,2,2.82,3.3,2.16,2.64,3.6,4.2
1789,2024-01-28,ROMANIA - LIGA 1,Poli Iasi,U. Cluj,1,0,3.4,3.95,2.18,2.38,3.2,3.5
1790,2024-01-28,ITALY - SERIE B,Cittadella,Sampdoria,1,2,2.0,2.2,3.95,4.9,2.92,3.4
1791,2024-01-28,SPAIN - LALIGA,Cadiz CF,Ath Bilbao,0,0,5.7,5.9,1.8,1.81,3.65,3.75
1792,2024-01-28,SPAIN - LALIGA2,Andorra,Elche,0,1,2.54,2.64,3.35,3.5,3.1,3.2
1793,2024-01-28,SPAIN - LALIGA2,Villarreal B,Huesca,1,1,2.52,2.7,3.3,3.5,2.96,3.15
1794,2024-01-28,GERMANY - 3. LIGA,Munich 1860,Sandhausen,1,1,2.6,2.94,2.54,2.92,3.45,3.75
1795,2024-01-28,PORTUGAL - LIGA PORTUGAL,Boavista,Portimonense,1,4,1.97,1.98,4.2,4.4,3.75,3.9
1796,2024-01-28,PORTUGAL - LIGA PORTUGAL,Moreirense,Famalicao,1,0,2.44,2.58,3.25,3.45,3.25,3.35
1797,2024-01-28,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,Os Belenenses,3,0,1.59,1.65,5.7,7.0,4.1,4.7
1798,2024-01-28,PORTUGAL - LIGA PORTUGAL 2,Nacional,Torreense,2,1,1.96,2.06,4.0,4.4,3.45,3.8
1799,2024-01-28,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Zurich,2,1,3.5,4.0,2.0,2.16,3.45,3.95
1800,2024-01-28,SWITZERLAND - SUPER LEAGUE,Luzern,Lausanne,2,1,2.04,2.18,3.45,3.85,3.8,3.95
1801,2024-01-28,NETHERLANDS - EREDIVISIE,FC Volendam,Sittard,0,1,3.5,3.6,2.18,2.2,3.7,3.85
1802,2024-01-28,TURKEY - SUPER LIG,Fenerbahce,Ankaragucu,2,1,1.19,1.21,18.5,21.0,8.6,10.5
1803,2024-01-28,TURKEY - 1. LIG,Altay,Kocaelispor,0,2,21.0,65.0,1.15,1.18,8.6,12.0
1804,2024-01-28,FRANCE - LIGUE 1,Toulouse,Lens,0,2,3.8,3.9,2.14,2.16,3.65,3.7
1805,2024-01-28,GERMANY - BUNDESLIGA,Dortmund,Bochum,3,1,1.4,1.41,8.4,8.6,5.9,6.0
1806,2024-01-28,CROATIA - HNL,Hajduk Split,Rijeka,1,2,1.96,2.08,4.1,4.5,3.55,3.75
1807,2024-01-28,ITALY - SERIE A,Lazio,Napoli,0,0,2.34,2.38,3.7,3.75,3.2,3.25
1808,2024-01-28,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,Royale Union SG,2,2,3.1,3.35,2.34,2.48,3.65,3.7
1809,2024-01-28,SPAIN - LALIGA,Sevilla,Osasuna,1,1,2.2,2.22,3.85,3.9,3.45,3.5
1810,2024-01-28,SPAIN - LALIGA2,Burgos CF,Albacete,2,1,2.68,2.72,3.2,3.3,3.1,3.15
1811,2024-01-28,PORTUGAL - LIGA PORTUGAL,SC Farense,FC Porto,1,3,9.0,9.4,1.4,1.41,5.6,5.7
1812,2024-01-28,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,Vilaverdense,0,1,2.06,2.18,3.6,4.0,3.4,3.75
1813,2024-01-28,ROMANIA - LIGA 1,Univ. Craiova,FCSB,0,3,2.54,2.8,2.82,3.1,3.1,3.5
1814,2024-01-28,BELGIUM - JUPILER PRO LEAGUE,KV Mechelen,RWDM,3,1,1.8,1.85,4.9,5.4,3.8,3.9
1815,2024-01-28,BELGIUM - CHALLENGER PRO LEAGUE,Oostende,Deinze,0,1,2.54,2.9,2.58,2.98,3.4,3.95
1816,2024-01-28,GERMANY - 3. LIGA,SG Dynamo Dresden,Dortmund II,1,2,1.47,1.56,6.6,8.0,4.5,5.1
1817,2024-01-28,ITALY - SERIE A,Fiorentina,Inter,0,1,4.4,4.5,1.95,1.96,3.8,3.85
1818,2024-01-28,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Godoy Cruz,Defensa y Justicia,2,0,2.06,2.26,3.75,4.3,3.05,3.5
1819,2024-01-28,SPAIN - LALIGA,Atl. Madrid,Valencia,2,0,1.58,1.59,7.0,7.2,4.4,4.5
1820,2024-01-28,SPAIN - LALIGA2,Gijon,Ferrol,1,2,1.86,1.92,5.2,5.6,3.35,3.5
1821,2024-01-28,PORTUGAL - LIGA PORTUGAL,Arouca,Vizela,5,0,2.1,2.16,4.0,4.1,3.5,3.6
1822,2024-01-28,PORTUGAL - LIGA PORTUGAL,Gil Vicente,Vitoria Guimaraes,1,0,3.55,3.8,2.24,2.28,3.45,3.55
1823,2024-01-28,ARGENTINA - COPA DE LA LIGA PROFESIONAL,River Plate,Argentinos Jrs,1,1,1.67,1.7,5.9,6.6,3.9,4.1
1824,2024-01-28,MEXICO - LIGA MX,U.N.A.M.- Pumas,Pachuca,3,1,2.02,2.18,3.45,4.5,3.5,4.4
1825,2024-01-28,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Estudiantes L.P.,Belgrano,1,0,1.99,2.18,4.2,5.6,3.15,3.8
1826,2024-01-28,MEXICO - LIGA MX,Atlas,Juarez,2,1,1.83,1.96,4.5,5.0,3.65,4.1
1827,2024-01-29,MEXICO - LIGA MX,Queretaro,U.A.N.L.- Tigres,1,1,4.3,4.6,2.0,2.06,3.5,3.7
1828,2024-01-29,PORTUGAL - LIGA PORTUGAL 2,Benfica B,Leiria,0,1,2.4,2.7,3.0,3.45,3.2,3.7
1829,2024-01-29,PORTUGAL - LIGA PORTUGAL 2,Penafiel,Feirense,2,1,2.04,2.48,3.6,4.9,2.98,3.8
1830,2024-01-29,PORTUGAL - LIGA PORTUGAL,Estrela,Benfica,1,4,11.5,14.5,1.27,1.28,6.8,7.4
1831,2024-01-29,NETHERLANDS - EERSTE DIVISIE,Cambuur,Oss,1,2,1.28,1.32,10.5,13.0,6.0,7.2
1832,2024-01-29,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Dordrecht,2,2,2.28,2.66,2.44,2.94,4.2,4.8
1833,2024-01-29,NETHERLANDS - EERSTE DIVISIE,Jong PSV,Willem II,1,1,5.5,5.8,1.62,1.66,4.5,4.9
1834,2024-01-29,ITALY - SERIE A,Salernitana,AS Roma,1,2,6.2,6.4,1.7,1.71,3.9,4.0
1835,2024-01-29,FRANCE - LIGUE 2,Bordeaux,Angers,1,0,2.04,2.14,3.95,4.5,3.35,3.6
1836,2024-01-29,PORTUGAL - LIGA PORTUGAL,Sporting CP,Casa Pia,8,0,1.2,1.21,17.5,22.0,8.0,8.8
1837,2024-01-29,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Instituto,Atl. Tucuman,3,0,2.36,2.74,3.4,4.2,2.68,3.55
1838,2024-01-30,SWITZERLAND - CHALLENGE LEAGUE,Wil,Schaffhausen,2,0,1.91,1.97,4.1,4.2,3.9,4.2
1839,2024-01-30,SWITZERLAND - CHALLENGE LEAGUE,Baden,Aarau,1,2,4.2,4.5,1.81,1.9,4.1,4.6
1840,2024-01-30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Kortrijk,3,3,1.13,1.16,23.0,32.0,10.0,12.0
1841,2024-01-30,BELGIUM - JUPILER PRO LEAGUE,Westerlo,Cercle Brugge KSV,4,2,3.65,3.9,2.04,2.1,3.85,4.0
1842,2024-01-30,ENGLAND - PREMIER LEAGUE,Nottingham,Arsenal,1,2,9.0,9.2,1.42,1.43,5.2,5.3
1843,2024-01-30,SWITZERLAND - SUPER LEAGUE,Winterthur,Basel,1,3,2.42,2.54,2.9,3.15,3.7,3.85
1844,2024-01-30,SWITZERLAND - SUPER LEAGUE,Young Boys,Yverdon,5,1,1.39,1.4,8.8,9.6,5.7,5.8
1845,2024-01-30,ENGLAND - CHAMPIONSHIP,Coventry,Bristol City,2,2,1.88,1.89,4.8,4.9,3.75,3.8
1846,2024-01-30,ENGLAND - CHAMPIONSHIP,Leicester,Swansea,3,1,1.34,1.35,10.5,12.0,5.9,6.0
1847,2024-01-30,ENGLAND - LEAGUE ONE,Oxford Utd,Portsmouth,2,2,2.96,3.1,2.5,2.56,3.55,3.7
1848,2024-01-30,ENGLAND - LEAGUE TWO,Sutton,Harrogate,1,2,2.58,2.64,2.9,2.94,3.6,3.65
1849,2024-01-30,ENGLAND - PREMIER LEAGUE,Fulham,Everton,0,0,2.56,2.58,3.1,3.15,3.45,3.5
1850,2024-01-30,ENGLAND - PREMIER LEAGUE,Luton,Brighton,4,0,4.9,5.0,1.76,1.77,4.3,4.4
1851,2024-01-30,SCOTLAND - LEAGUE TWO,East Fife,Spartans,0,3,2.96,3.4,2.32,2.6,3.35,3.85
1852,2024-01-30,SCOTLAND - LEAGUE TWO,Elgin City,Clyde,2,1,2.82,3.0,2.5,2.64,3.5,3.75
1853,2024-01-30,SCOTLAND - PREMIERSHIP,Aberdeen,Dundee FC,1,1,1.77,1.81,5.1,5.6,3.85,4.0
1854,2024-01-30,SCOTLAND - PREMIERSHIP,Livingston,Ross County,2,2,2.58,2.64,3.1,3.25,3.25,3.35
1855,2024-01-30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Huracan,Talleres Cordoba,1,2,2.24,2.4,3.7,4.4,3.0,3.15
1856,2024-01-30,ENGLAND - PREMIER LEAGUE,Crystal Palace,Sheffield Utd,3,2,1.64,1.65,7.0,7.2,4.0,4.1
1857,2024-01-30,ENGLAND - PREMIER LEAGUE,Aston Villa,Newcastle,1,3,1.97,1.98,4.0,4.1,4.1,4.2
1858,2024-01-30,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Tondela,1,1,2.3,2.44,3.45,3.7,3.2,3.35
1859,2024-01-30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Rosario Central,Banfield,0,0,2.26,2.54,3.65,4.5,2.82,3.15
